Datum,Gemeentenaam,Provincienaam,Aantal,Provincie_aantal,Aantal_yes,Provincie_aantal_yes,Datum_yes2,Aantal_y,Provincie_aantal_yes2,Aantal_yes3,Provincie_aantal_yes3,outbreak_days,high_temp_degree,low_temp_degree,hist_Gemiddeld_degree_low,hist_Gemiddeld_degree_high,Gemeenten2016_Bevolking,Gemeenten2016_Beweegrichtlijnen,Gemeenten2016_Eenzaam,Gemeenten2016_Ernstig_zeerernstigeenzaam,Gemeenten2016_Ernstigehinderspoorwegen,Gemeenten2016_Ernstigehindervliegtuigen,Gemeenten2016_Ernstigehinderwegenless_than_50km_u,Gemeenten2016_Ernstigehinderwegenmore_than_50km_u,Gemeenten2016_Gehoorbeperking,Gemeenten2016_Gezichtsbeperking,Gemeenten2016_Goed_zeergoedervarengezondheid,Gemeenten2016_Hoogrisicoopangstofdepressie,Gemeenten2016_Langdurigeziekteofaandoening,Gemeenten2016_Mantelzorger,Gemeenten2016_Mantelzorgontvangenafg12mnd_65above,Gemeenten2016_Matig_hoogrisicoopangstofdepressie,Gemeenten2016_Matig_veelregieovereigenleven,Gemeenten2016_Minstenseenbeperking,Gemeenten2016_Mobiliteitsbeperking,Gemeenten2016_Obesitas,Gemeenten2016_Overgewicht,Gemeenten2016_Roker,Gemeenten2016_Sporter,Gemeenten2016_Voldoetaanalcoholrichtlijn,Gemeenten2016_Vrijwilligerswerk,record_count,doc_record_count
2020-04-18,druten,gelderland,92,69886,86.0,69886.0,2020-04-16 00:00:00,84.0,69886.0,81.0,69886.0,51,17,6,5,14,18407,48,41,8,0,2,3,2,5,6,76,6,34,15,16,47,90,17,10,17,55,20,48,40,29,45,51
2020-04-18,duiven,gelderland,34,69886,33.0,69886.0,2020-04-16 00:00:00,32.0,69886.0,29.0,69886.0,51,20,5,4,13,25433,52,40,9,1,1,2,3,5,6,77,6,35,15,15,45,91,15,9,16,53,20,51,40,27,74,95
2020-04-18,ede,gelderland,151,69886,142.0,69886.0,2020-04-16 00:00:00,138.0,69886.0,133.0,69886.0,51,20,5,4,13,112427,54,41,8,1,1,4,4,5,5,78,6,34,15,16,46,91,14,9,15,47,19,50,46,35,425,710
2020-04-18,elburg,gelderland,88,69886,79.0,69886.0,2020-04-16 00:00:00,76.0,69886.0,75.0,69886.0,51,20,5,4,13,22929,51,38,8,0,0,4,2,5,5,78,5,35,16,16,44,90,13,8,16,53,19,47,44,40,54,56
2020-04-18,epe,gelderland,95,69886,87.0,69886.0,2020-04-16 00:00:00,81.0,69886.0,81.0,69886.0,51,20,5,4,13,32282,50,40,8,1,1,4,2,6,6,76,6,37,17,15,44,90,15,10,15,53,19,51,40,37,112,116
2020-04-18,ermelo,gelderland,78,69886,77.0,69886.0,2020-04-16 00:00:00,72.0,69886.0,70.0,69886.0,51,20,5,4,13,26507,52,40,9,1,0,5,3,6,5,77,6,37,17,16,44,90,15,10,13,50,20,51,45,39,98,129
2020-04-18,harderwijk,gelderland,76,69886,70.0,69886.0,2020-04-16 00:00:00,66.0,69886.0,63.0,69886.0,51,20,5,4,13,45966,50,41,10,2,2,5,6,6,6,76,7,36,16,17,45,90,16,11,14,50,22,49,48,34,148,393
2020-04-18,hattem,gelderland,37,69886,37.0,69886.0,2020-04-16 00:00:00,36.0,69886.0,36.0,69886.0,51,20,5,4,13,11890,53,38,7,1,1,5,4,5,5,77,5,36,17,17,44,91,15,10,16,51,17,51,45,40,34,46
2020-04-18,heerde,gelderland,130,69886,117.0,69886.0,2020-04-16 00:00:00,113.0,69886.0,108.0,69886.0,51,20,5,4,13,18556,51,37,7,0,0,3,2,5,5,78,5,35,17,16,43,91,15,10,15,52,17,51,45,42,52,60
2020-04-18,heumen,gelderland,50,69886,49.0,69886.0,2020-04-16 00:00:00,46.0,69886.0,45.0,69886.0,51,17,6,5,14,16360,53,41,8,0,1,4,4,5,5,77,5,34,17,15,43,91,14,9,12,47,16,57,38,34,44,73
2020-04-18,lochem,gelderland,57,69886,55.0,69886.0,2020-04-16 00:00:00,47.0,69886.0,44.0,69886.0,51,20,5,4,13,33333,51,38,7,3,0,4,3,6,5,78,5,36,17,15,42,91,14,10,14,51,17,55,36,39,134,124
2020-04-18,maasdriel,gelderland,27,69886,27.0,69886.0,2020-04-16 00:00:00,27.0,69886.0,27.0,69886.0,51,16,8,5,14,24084,45,40,8,0,3,5,2,5,5,77,6,31,15,17,45,90,16,10,15,55,21,46,39,31,50,58
2020-04-18,nijkerk,gelderland,45,69886,45.0,69886.0,2020-04-16 00:00:00,44.0,69886.0,44.0,69886.0,51,16,5,5,13,41199,53,39,8,0,1,1,2,4,5,78,5,32,15,14,43,91,14,8,15,50,18,51,41,36,111,113
2020-04-18,nijmegen,gelderland,449,69886,437.0,69886.0,2020-04-16 00:00:00,426.0,69886.0,407.0,69886.0,51,17,6,5,14,172064,54,45,12,2,1,5,1,5,6,75,9,35,12,17,54,90,15,10,12,42,25,57,38,26,711,2245
2020-04-18,oldebroek,gelderland,98,69886,95.0,69886.0,2020-04-16 00:00:00,91.0,69886.0,88.0,69886.0,51,20,5,4,13,23104,51,37,7,0,1,3,4,5,5,79,5,34,17,16,44,91,14,8,16,53,18,46,46,40,57,77
2020-04-18,putten,gelderland,17,69886,17.0,69886.0,2020-04-16 00:00:00,16.0,69886.0,16.0,69886.0,51,20,5,4,13,24516,51,38,8,0,0,4,4,5,5,79,5,34,16,14,43,91,15,9,14,52,19,51,44,38,67,98
2020-04-18,renkum,gelderland,49,69886,46.0,69886.0,2020-04-16 00:00:00,44.0,69886.0,44.0,69886.0,51,20,5,4,13,31254,49,42,9,2,1,5,4,6,6,75,6,37,15,16,45,90,17,11,14,48,17,50,42,33,152,151
2020-04-18,rheden,gelderland,61,69886,60.0,69886.0,2020-04-16 00:00:00,58.0,69886.0,57.0,69886.0,51,20,5,4,13,43824,50,43,10,6,1,5,3,6,7,74,7,39,15,17,48,89,18,12,16,50,21,49,42,30,191,208
2020-04-18,rozendaal,gelderland,2,69886,2.0,69886.0,2020-04-16 00:00:00,2.0,69886.0,2.0,69886.0,51,20,5,4,13,1498,53,36,6,0,0,4,2,4,4,82,3,33,17,11,36,93,11,7,9,44,14,60,33,36,9,2
2020-04-18,scherpenzeel,gelderland,17,69886,17.0,69886.0,2020-04-16 00:00:00,17.0,69886.0,17.0,69886.0,51,16,5,5,13,9529,50,36,7,1,1,2,2,4,5,79,5,30,15,15,42,92,13,8,15,51,18,49,46,39,30,37
2020-04-18,tiel,gelderland,77,69886,71.0,69886.0,2020-04-16 00:00:00,69.0,69886.0,69.0,69886.0,51,16,5,5,13,41510,46,47,11,2,2,5,3,6,7,73,9,36,14,18,51,89,19,12,17,54,24,44,48,25,147,280
2020-04-18,voorst,gelderland,47,69886,47.0,69886.0,2020-04-16 00:00:00,45.0,69886.0,44.0,69886.0,51,20,5,4,13,23984,51,38,7,2,3,6,5,5,5,77,5,36,17,15,43,90,15,9,14,53,17,54,37,36,77,85
2020-04-18,wageningen,gelderland,38,69886,36.0,69886.0,2020-04-16 00:00:00,33.0,69886.0,33.0,69886.0,51,20,5,4,13,37837,61,46,11,1,3,4,1,5,5,78,8,33,12,18,52,91,13,8,11,37,20,60,43,34,112,125
2020-04-18,westervoort,gelderland,27,69886,25.0,69886.0,2020-04-16 00:00:00,23.0,69886.0,20.0,69886.0,51,20,5,4,13,15001,50,43,11,2,1,2,1,5,6,76,7,36,15,14,47,90,15,9,17,53,22,51,42,28,30,40
2020-04-18,winterswijk,gelderland,23,69886,23.0,69886.0,2020-04-16 00:00:00,21.0,69886.0,21.0,69886.0,51,19,8,5,12,28939,53,40,9,1,0,2,2,6,6,75,7,37,16,17,46,90,17,11,15,52,20,51,37,36,104,557
2020-04-18,wijchen,gelderland,102,69886,99.0,69886.0,2020-04-16 00:00:00,95.0,69886.0,90.0,69886.0,51,17,6,5,14,40814,52,43,9,0,1,3,3,5,5,76,6,35,16,15,47,91,16,10,15,53,19,52,37,32,122,165
2020-04-18,zaltbommel,gelderland,51,69886,50.0,69886.0,2020-04-16 00:00:00,48.0,69886.0,43.0,69886.0,51,16,5,5,13,27543,45,41,9,3,5,3,5,5,5,76,6,32,15,16,46,90,16,10,15,53,20,42,46,34,81,92
2020-04-18,zevenaar,gelderland,74,69886,70.0,69886.0,2020-04-16 00:00:00,64.0,69886.0,64.0,69886.0,51,20,5,4,13,32269,52,41,9,2,2,5,2,5,6,75,6,37,15,14,46,91,17,10,17,54,20,51,38,30,134,158
2020-04-18,zutphen,gelderland,50,69886,50.0,69886.0,2020-04-16 00:00:00,46.0,69886.0,46.0,69886.0,51,20,5,4,13,46997,54,43,11,3,1,3,1,6,6,74,8,39,16,15,47,89,16,10,16,51,22,51,42,32,216,314
2020-04-18,nunspeet,gelderland,137,69886,124.0,69886.0,2020-04-16 00:00:00,119.0,69886.0,117.0,69886.0,51,20,5,4,13,26835,49,38,8,1,2,4,2,5,5,78,5,35,16,18,43,90,14,9,14,51,18,47,48,39,101,90
2020-04-18,dronten,flevoland,85,9230,79.0,9230.0,2020-04-16 00:00:00,68.0,9230.0,66.0,9230.0,51,20,5,4,13,40592,45,42,9,3,3,1,1,5,4,76,6,34,14,14,41,90,13,8,14,48,20,46,46,35,98,109
2020-04-18,amersfoort,utrecht,135,43217,133.0,43217.0,2020-04-16 00:00:00,131.0,43217.0,126.0,43217.0,51,16,5,5,13,153602,53,43,10,1,2,8,4,4,6,76,7,33,14,18,45,90,14,10,13,46,21,54,41,31,659,1051
2020-04-18,baarn,utrecht,32,43217,31.0,43217.0,2020-04-16 00:00:00,31.0,43217.0,30.0,43217.0,51,16,5,5,13,24521,50,43,10,1,1,5,5,5,6,75,6,36,16,18,42,89,16,11,13,46,20,51,39,32,120,105
2020-04-18,de bilt,utrecht,91,43217,89.0,43217.0,2020-04-16 00:00:00,84.0,43217.0,79.0,43217.0,51,16,5,5,13,42375,53,42,9,2,2,6,5,4,5,76,5,34,16,17,41,90,15,10,12,43,18,56,38,34,204,340
2020-04-18,bunnik,utrecht,22,43217,22.0,43217.0,2020-04-16 00:00:00,20.0,43217.0,20.0,43217.0,51,16,5,5,13,14773,57,38,7,1,1,3,2,4,4,80,4,31,17,14,38,92,12,7,12,44,15,59,37,38,67,69
2020-04-18,bunschoten,utrecht,43,43217,38.0,43217.0,2020-04-16 00:00:00,36.0,43217.0,33.0,43217.0,51,16,5,5,13,20823,53,37,7,0,1,5,1,4,4,79,4,29,15,18,40,91,12,8,16,52,19,49,36,39,44,56
2020-04-18,eemnes,utrecht,12,43217,12.0,43217.0,2020-04-16 00:00:00,11.0,43217.0,11.0,43217.0,51,16,5,5,13,8877,51,39,7,1,3,6,8,3,4,80,4,32,15,12,38,92,12,7,12,48,18,54,32,35,22,23
2020-04-18,houten,utrecht,94,43217,93.0,43217.0,2020-04-16 00:00:00,93.0,43217.0,91.0,43217.0,51,16,5,5,13,48765,55,38,8,4,0,2,2,3,4,80,5,31,16,15,40,93,11,7,13,46,16,59,40,34,159,182
2020-04-18,leusden,utrecht,33,43217,32.0,43217.0,2020-04-16 00:00:00,32.0,43217.0,31.0,43217.0,51,16,5,5,13,29309,53,39,8,0,0,3,2,4,4,79,4,33,16,14,38,93,12,8,12,46,18,56,38,36,82,130
2020-04-18,lopik,utrecht,33,43217,34.0,43217.0,2020-04-16 00:00:00,32.0,43217.0,31.0,43217.0,51,16,5,5,13,14156,47,40,7,0,1,5,4,4,4,78,5,30,17,16,42,90,13,8,14,50,18,45,41,39,27,29
2020-04-18,montfoort,utrecht,32,43217,32.0,43217.0,2020-04-16 00:00:00,32.0,43217.0,31.0,43217.0,51,16,5,5,13,13783,54,37,7,0,2,3,4,4,4,80,4,30,15,13,38,92,11,7,13,49,17,52,38,40,28,32
2020-04-18,renswoude,utrecht,15,43217,13.0,43217.0,2020-04-16 00:00:00,13.0,43217.0,12.0,43217.0,51,20,5,4,13,5051,51,33,6,0,1,3,2,3,4,82,3,27,15,13,37,93,10,6,14,49,18,45,43,42,12,10
2020-04-18,rhenen,utrecht,17,43217,16.0,43217.0,2020-04-16 00:00:00,16.0,43217.0,16.0,43217.0,51,20,5,4,13,19400,46,41,8,1,1,4,3,5,5,77,6,34,15,15,44,90,15,10,15,51,19,46,45,35,45,42
2020-04-18,soest,utrecht,68,43217,67.0,43217.0,2020-04-16 00:00:00,66.0,43217.0,63.0,43217.0,51,16,5,5,13,45487,50,43,9,1,2,5,2,4,6,75,6,35,16,15,42,90,15,11,12,47,20,51,41,31,147,189
2020-04-18,utrecht,utrecht,639,43217,624.0,43217.0,2020-04-16 00:00:00,605.0,43217.0,591.0,43217.0,51,16,5,5,13,338967,57,44,12,2,2,10,6,4,6,75,9,31,10,17,52,89,14,10,12,40,24,58,39,26,1261,2774
2020-04-18,veenendaal,utrecht,100,43217,89.0,43217.0,2020-04-16 00:00:00,87.0,43217.0,83.0,43217.0,51,20,5,4,13,63816,51,42,9,1,1,4,2,5,6,75,7,35,16,18,46,89,16,11,17,52,20,49,51,35,193,214
2020-04-18,woudenberg,utrecht,22,43217,22.0,43217.0,2020-04-16 00:00:00,22.0,43217.0,21.0,43217.0,51,16,5,5,13,12550,51,39,7,0,1,5,2,4,4,79,5,31,16,17,40,91,13,8,13,49,17,46,46,41,38,57
2020-04-18,wijk bij duurstede,utrecht,25,43217,24.0,43217.0,2020-04-16 00:00:00,24.0,43217.0,24.0,43217.0,51,16,5,5,13,23384,53,38,7,0,1,3,3,4,4,79,4,33,16,15,41,92,12,7,14,51,21,51,38,31,62,77
2020-04-18,ijsselstein,utrecht,88,43217,84.0,43217.0,2020-04-16 00:00:00,82.0,43217.0,79.0,43217.0,51,16,5,5,13,34101,50,44,9,0,1,4,2,4,6,74,7,34,16,18,44,90,15,10,15,51,19,50,43,31,95,126
2020-04-18,zeist,utrecht,105,43217,103.0,43217.0,2020-04-16 00:00:00,99.0,43217.0,93.0,43217.0,51,16,5,5,13,62258,53,45,11,1,2,6,3,5,6,75,7,35,15,18,44,89,16,11,14,45,20,54,43,32,351,611
2020-04-18,nieuwegein,utrecht,79,43217,77.0,43217.0,2020-04-16 00:00:00,74.0,43217.0,72.0,43217.0,51,16,5,5,13,61749,49,46,11,0,1,7,5,4,6,73,7,36,15,12,46,89,15,10,17,52,21,50,44,26,193,501
2020-04-18,aalsmeer,noord-holland,34,83056,32.0,83056.0,2020-04-16 00:00:00,31.0,83056.0,31.0,83056.0,51,15,7,6,11,31299,52,39,8,1,38,9,2,3,4,80,4,31,13,13,39,92,11,7,13,49,18,57,36,31,69,105
2020-04-18,alkmaar,noord-holland,190,83056,186.0,83056.0,2020-04-16 00:00:00,177.0,83056.0,171.0,83056.0,51,15,7,6,11,107615,55,45,11,2,6,6,5,4,6,75,7,35,14,14,40,90,15,9,13,47,23,52,38,25,395,961
2020-04-18,amstelveen,noord-holland,246,83056,232.0,83056.0,2020-04-16 00:00:00,212.0,83056.0,209.0,83056.0,51,15,7,6,11,88602,52,46,11,1,20,6,4,4,5,78,6,33,12,14,41,91,13,9,11,44,19,56,43,25,334,574
2020-04-18,amsterdam,noord-holland,1419,83056,1377.0,83056.0,2020-04-16 00:00:00,1305.0,83056.0,1254.0,83056.0,51,15,7,6,11,833624,56,49,13,2,7,10,6,4,7,74,9,33,9,14,50,89,16,11,13,42,28,53,41,21,2900,6680
2020-04-18,beemster,noord-holland,8,83056,8.0,83056.0,2020-04-16 00:00:00,8.0,83056.0,8.0,83056.0,51,15,7,6,11,8958,52,36,7,0,6,6,4,4,5,80,4,32,15,14,35,93,13,7,12,49,17,53,35,30,25,24
2020-04-18,bergen (nh.),noord-holland,47,83056,46.0,83056.0,2020-04-16 00:00:00,47.0,83056.0,46.0,83056.0,51,15,6,5,12,29943,55,41,8,0,14,3,2,5,6,76,4,36,16,13,34,91,15,10,10,44,17,53,35,31,96,119
2020-04-18,beverwijk,noord-holland,65,83056,61.0,83056.0,2020-04-16 00:00:00,59.0,83056.0,56.0,83056.0,51,15,7,6,11,40318,51,45,11,2,9,6,3,5,7,75,7,35,13,15,44,89,17,11,16,53,23,49,41,21,109,266
2020-04-18,blaricum,noord-holland,20,83056,20.0,83056.0,2020-04-16 00:00:00,18.0,83056.0,17.0,83056.0,51,16,5,5,13,9622,50,38,8,0,1,6,6,4,4,79,5,33,15,10,37,91,12,8,10,44,16,56,34,32,50,89
2020-04-18,bloemendaal,noord-holland,40,83056,38.0,83056.0,2020-04-16 00:00:00,37.0,83056.0,37.0,83056.0,51,15,7,6,11,22296,55,37,8,3,3,5,2,4,5,81,4,33,15,13,37,92,12,8,9,41,16,62,32,31,82,85
2020-04-18,castricum,noord-holland,63,83056,59.0,83056.0,2020-04-16 00:00:00,58.0,83056.0,56.0,83056.0,51,15,7,6,11,34604,58,38,8,1,24,7,2,4,5,78,4,33,15,13,35,92,13,8,10,43,16,57,35,30,120,134
2020-04-18,diemen,noord-holland,53,83056,27.0,83056.0,2020-04-16 00:00:00,22.0,83056.0,21.0,83056.0,51,15,7,6,11,26840,52,46,12,3,4,6,3,4,6,76,7,33,11,13,46,90,15,10,13,46,24,52,42,24,63,97
2020-04-18,edam-volendam,noord-holland,60,83056,56.0,83056.0,2020-04-16 00:00:00,53.0,83056.0,50.0,83056.0,51,15,7,6,11,35465,54,36,6,1,2,4,2,4,5,79,5,32,14,13,38,92,12,7,12,47,18,53,32,25,85,112
2020-04-18,enkhuizen,noord-holland,27,83056,27.0,83056.0,2020-04-16 00:00:00,27.0,83056.0,26.0,83056.0,51,15,6,5,12,18455,53,44,10,0,1,7,1,4,5,75,6,35,14,13,38,90,15,9,14,49,22,47,34,28,58,63
2020-04-18,haarlem,noord-holland,225,83056,223.0,83056.0,2020-04-16 00:00:00,222.0,83056.0,219.0,83056.0,51,15,7,6,11,158140,54,44,11,2,3,6,3,4,6,77,7,33,12,13,46,90,14,10,12,44,23,55,36,24,613,915
2020-04-18,haarlemmermeer,noord-holland,176,83056,171.0,83056.0,2020-04-16 00:00:00,166.0,83056.0,160.0,83056.0,51,15,7,6,11,144518,50,42,9,1,15,3,2,3,5,79,5,32,13,11,41,92,12,7,14,51,20,55,41,25,445,683
2020-04-18,heemskerk,noord-holland,74,83056,72.0,83056.0,2020-04-16 00:00:00,69.0,83056.0,68.0,83056.0,51,15,7,6,11,39299,54,41,10,1,7,3,2,4,6,77,6,34,14,15,41,90,16,10,15,50,19,54,39,25,99,112
2020-04-18,heemstede,noord-holland,87,83056,86.0,83056.0,2020-04-16 00:00:00,83.0,83056.0,80.0,83056.0,51,15,7,6,11,26766,54,39,8,1,6,5,2,4,5,79,5,34,15,13,40,91,13,9,10,43,17,63,33,29,134,204
2020-04-18,heerhugowaard,noord-holland,106,83056,104.0,83056.0,2020-04-16 00:00:00,96.0,83056.0,91.0,83056.0,51,15,6,5,12,53927,53,43,9,2,4,7,4,4,5,77,6,33,14,12,38,91,13,8,14,50,21,52,36,26,171,275
2020-04-18,heiloo,noord-holland,40,83056,39.0,83056.0,2020-04-16 00:00:00,39.0,83056.0,36.0,83056.0,51,15,7,6,11,22689,57,40,8,2,35,5,4,4,5,77,5,34,15,13,35,91,14,9,10,43,16,59,36,32,71,110
2020-04-18,den helder,noord-holland,28,83056,28.0,83056.0,2020-04-16 00:00:00,28.0,83056.0,27.0,83056.0,51,15,6,5,12,56275,49,45,11,1,2,6,2,5,6,72,7,38,14,15,40,88,17,12,18,56,25,43,43,23,173,280
2020-04-18,hilversum,noord-holland,89,83056,82.0,83056.0,2020-04-16 00:00:00,77.0,83056.0,73.0,83056.0,51,16,5,5,13,87830,52,42,9,3,3,6,2,4,6,74,7,34,13,14,43,90,15,10,12,44,20,52,40,27,374,877
2020-04-18,hoorn,noord-holland,66,83056,65.0,83056.0,2020-04-16 00:00:00,58.0,83056.0,56.0,83056.0,51,15,6,5,12,72172,54,45,10,2,4,7,4,4,6,75,7,35,13,13,40,90,15,9,15,50,22,52,38,24,229,483
2020-04-18,huizen,noord-holland,62,83056,59.0,83056.0,2020-04-16 00:00:00,51.0,83056.0,51.0,83056.0,51,16,5,5,13,41373,48,39,9,0,0,3,1,4,5,76,6,35,14,13,41,90,14,9,12,48,18,52,39,30,149,148
2020-04-18,landsmeer,noord-holland,19,83056,17.0,83056.0,2020-04-16 00:00:00,17.0,83056.0,17.0,83056.0,51,15,7,6,11,10977,53,38,8,0,10,6,5,4,6,78,5,33,15,14,40,91,13,8,13,49,20,53,34,25,37,44
2020-04-18,langedijk,noord-holland,40,83056,40.0,83056.0,2020-04-16 00:00:00,38.0,83056.0,37.0,83056.0,51,15,6,5,12,27447,56,39,8,0,5,7,3,4,4,79,5,32,15,12,34,92,12,7,12,48,19,56,33,31,70,83
2020-04-18,laren,noord-holland,22,83056,22.0,83056.0,2020-04-16 00:00:00,21.0,83056.0,21.0,83056.0,51,16,5,5,13,10956,51,39,7,0,4,3,7,5,6,78,4,34,15,13,37,91,15,10,9,43,16,56,30,33,48,63
2020-04-18,medemblik,noord-holland,54,83056,54.0,83056.0,2020-04-16 00:00:00,52.0,83056.0,51.0,83056.0,51,15,6,5,12,43725,52,40,8,0,1,6,3,4,5,78,5,32,14,12,35,92,13,8,13,50,19,49,33,33,117,126
2020-04-18,oostzaan,noord-holland,23,83056,23.0,83056.0,2020-04-16 00:00:00,20.0,83056.0,20.0,83056.0,51,15,7,6,11,9504,53,37,7,1,9,8,7,4,5,78,5,32,15,14,39,91,13,8,13,51,19,54,35,24,21,27
2020-04-18,opmeer,noord-holland,7,83056,6.0,83056.0,2020-04-16 00:00:00,6.0,83056.0,5.0,83056.0,51,15,6,5,12,11336,53,39,7,0,1,5,4,4,4,79,4,31,15,12,33,92,12,7,12,47,18,53,32,34,30,23
2020-04-18,ouder-amstel,noord-holland,24,83056,24.0,83056.0,2020-04-16 00:00:00,24.0,83056.0,23.0,83056.0,51,15,7,6,11,13411,53,41,9,1,11,4,6,4,5,79,5,33,14,12,39,92,12,8,11,45,18,56,36,30,51,100
2020-04-18,purmerend,noord-holland,157,83056,156.0,83056.0,2020-04-16 00:00:00,148.0,83056.0,145.0,83056.0,51,15,7,6,11,79889,51,43,10,1,2,7,3,5,7,73,8,37,13,17,45,89,17,11,16,55,22,47,43,19,235,420
2020-04-18,schagen,noord-holland,64,83056,62.0,83056.0,2020-04-16 00:00:00,58.0,83056.0,57.0,83056.0,51,15,6,5,12,46159,53,40,8,1,1,5,2,4,5,77,5,33,15,12,34,92,13,8,13,48,19,52,34,30,165,176
2020-04-18,texel,noord-holland,11,83056,11.0,83056.0,2020-04-16 00:00:00,11.0,83056.0,11.0,83056.0,51,15,6,5,12,13574,56,42,9,0,1,2,3,4,5,77,5,35,15,14,33,91,14,9,12,47,21,44,39,31,46,59
2020-04-18,uitgeest,noord-holland,20,83056,20.0,83056.0,2020-04-16 00:00:00,19.0,83056.0,18.0,83056.0,51,15,7,6,11,13360,55,36,7,2,20,3,2,3,4,82,4,29,14,12,34,93,10,6,11,46,17,58,31,30,25,33
2020-04-18,uithoorn,noord-holland,42,83056,41.0,83056.0,2020-04-16 00:00:00,40.0,83056.0,39.0,83056.0,51,15,7,6,11,29181,51,42,9,0,39,8,3,4,5,79,5,33,14,11,40,91,12,8,15,49,18,56,38,29,106,112
2020-04-18,velsen,noord-holland,217,83056,206.0,83056.0,2020-04-16 00:00:00,201.0,83056.0,186.0,83056.0,51,15,7,6,11,67448,49,41,10,1,6,6,4,4,6,76,6,34,14,14,43,90,15,10,15,52,22,51,37,24,199,299
2020-04-18,weesp,noord-holland,32,83056,31.0,83056.0,2020-04-16 00:00:00,29.0,83056.0,28.0,83056.0,51,15,7,6,11,18572,50,41,9,1,3,3,2,4,5,74,6,34,13,13,42,90,15,11,13,48,20,53,40,29,58,76
2020-04-18,zandvoort,noord-holland,29,83056,29.0,83056.0,2020-04-16 00:00:00,30.0,83056.0,29.0,83056.0,51,15,7,6,11,16792,49,43,11,1,2,4,2,5,7,75,6,36,14,14,45,88,16,11,12,48,24,49,36,22,43,51
2020-04-18,zaanstad,noord-holland,264,83056,260.0,83056.0,2020-04-16 00:00:00,249.0,83056.0,245.0,83056.0,51,15,7,6,11,152466,52,44,11,2,13,8,5,5,7,74,8,36,13,15,45,89,17,11,16,52,25,48,43,22,412,642
2020-04-18,alblasserdam,zuid-holland,34,109279,30.0,109279.0,2020-04-16 00:00:00,28.0,109279.0,27.0,109279.0,51,14,6,4,12,19955,42,42,9,0,2,7,5,5,5,77,6,32,15,15,41,89,15,10,15,53,19,43,52,33,45,77
2020-04-18,alphen aan den rijn,zuid-holland,128,109279,124.0,109279.0,2020-04-16 00:00:00,114.0,109279.0,109.0,109279.0,51,15,7,6,11,107960,52,42,9,1,5,5,3,5,5,77,6,35,14,14,48,89,15,9,14,51,20,50,41,30,288,400
2020-04-18,barendrecht,zuid-holland,82,109279,78.0,109279.0,2020-04-16 00:00:00,75.0,109279.0,74.0,109279.0,51,14,6,4,12,47861,47,41,8,1,2,2,2,4,5,79,5,32,14,12,41,91,12,8,15,52,19,49,47,24,150,173
2020-04-18,drechterland,noord-holland,34,83056,34.0,83056.0,2020-04-16 00:00:00,34.0,83056.0,33.0,83056.0,51,15,6,5,12,19400,54,38,7,2,1,6,4,4,4,79,4,31,15,11,33,92,12,7,12,49,18,53,32,33,54,45
2020-04-18,brielle,zuid-holland,25,109279,25.0,109279.0,2020-04-16 00:00:00,24.0,109279.0,24.0,109279.0,51,14,6,4,12,16640,49,40,8,1,1,2,3,4,4,76,5,36,14,12,40,90,13,9,17,54,20,51,42,28,46,41
2020-04-18,capelle aan den ijssel,zuid-holland,201,109279,190.0,109279.0,2020-04-16 00:00:00,176.0,109279.0,170.0,109279.0,51,14,6,4,12,66486,46,47,12,2,1,3,2,5,7,73,8,37,14,14,47,88,17,12,16,53,22,47,47,24,245,376
2020-04-18,delft,zuid-holland,97,109279,96.0,109279.0,2020-04-16 00:00:00,95.0,109279.0,94.0,109279.0,51,14,6,4,12,101034,60,51,13,0,1,4,3,3,5,76,8,34,11,13,50,90,14,10,12,45,22,56,42,26,282,664
2020-04-18,dordrecht,zuid-holland,202,109279,196.0,109279.0,2020-04-16 00:00:00,184.0,109279.0,175.0,109279.0,51,14,6,4,12,118801,45,48,12,2,1,6,4,5,6,72,8,35,14,16,45,87,17,12,17,54,24,41,50,28,396,733
2020-04-18,gorinchem,zuid-holland,124,109279,120.0,109279.0,2020-04-16 00:00:00,116.0,109279.0,114.0,109279.0,51,15,6,5,14,35260,45,47,11,2,1,6,4,5,6,72,8,35,14,17,46,88,17,12,17,54,23,45,49,30,156,238
2020-04-18,gouda,zuid-holland,194,109279,187.0,109279.0,2020-04-16 00:00:00,171.0,109279.0,153.0,109279.0,51,14,6,4,12,71189,52,46,11,1,4,5,4,6,6,74,8,38,14,16,53,86,18,12,15,50,21,47,49,26,280,436
2020-04-18,'s-gravenhage,zuid-holland,788,109279,735.0,109279.0,2020-04-16 00:00:00,703.0,109279.0,661.0,109279.0,51,14,6,4,12,519988,51,53,16,2,2,5,3,5,9,70,12,38,11,13,52,86,20,14,15,49,26,47,49,21,1547,2324
2020-04-18,hardinxveld-giessendam,zuid-holland,28,109279,28.0,109279.0,2020-04-16 00:00:00,26.0,109279.0,25.0,109279.0,51,15,6,5,14,17774,44,39,8,3,1,5,3,4,4,79,5,30,16,17,40,90,13,9,15,51,18,43,51,39,44,52
2020-04-18,hellevoetsluis,zuid-holland,54,109279,53.0,109279.0,2020-04-16 00:00:00,52.0,109279.0,51.0,109279.0,51,14,6,4,12,38634,47,45,10,0,2,5,3,4,5,74,6,38,13,12,45,89,15,10,17,55,23,47,45,24,103,372
