Datum,Gemeentenaam,Provincienaam,Aantal,Provincie_aantal,Aantal_yes,Provincie_aantal_yes,Datum_yes2,Aantal_y,Provincie_aantal_yes2,Aantal_yes3,Provincie_aantal_yes3,outbreak_days,high_temp_degree,low_temp_degree,hist_Gemiddeld_degree_low,hist_Gemiddeld_degree_high,Gemeenten2016_Bevolking,Gemeenten2016_Beweegrichtlijnen,Gemeenten2016_Eenzaam,Gemeenten2016_Ernstig_zeerernstigeenzaam,Gemeenten2016_Ernstigehinderspoorwegen,Gemeenten2016_Ernstigehindervliegtuigen,Gemeenten2016_Ernstigehinderwegenless_than_50km_u,Gemeenten2016_Ernstigehinderwegenmore_than_50km_u,Gemeenten2016_Gehoorbeperking,Gemeenten2016_Gezichtsbeperking,Gemeenten2016_Goed_zeergoedervarengezondheid,Gemeenten2016_Hoogrisicoopangstofdepressie,Gemeenten2016_Langdurigeziekteofaandoening,Gemeenten2016_Mantelzorger,Gemeenten2016_Mantelzorgontvangenafg12mnd_65above,Gemeenten2016_Matig_hoogrisicoopangstofdepressie,Gemeenten2016_Matig_veelregieovereigenleven,Gemeenten2016_Minstenseenbeperking,Gemeenten2016_Mobiliteitsbeperking,Gemeenten2016_Obesitas,Gemeenten2016_Overgewicht,Gemeenten2016_Roker,Gemeenten2016_Sporter,Gemeenten2016_Voldoetaanalcoholrichtlijn,Gemeenten2016_Vrijwilligerswerk,record_count,doc_record_count
2020-03-15,oss,noord-brabant,5,131760,4.0,131760.0,2020-03-13 00:00:00,3.0,131760.0,3.0,131760.0,17,13,7,3,9,90003,49,43,10,2,2,7,3,6,7,73,7,35,16,17,46,89,18,12,17,54,22,49,39,29,241,324
2020-03-15,rucphen,noord-brabant,1,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,17,12,8,2,10,22276,45,46,11,0,5,8,4,6,7,70,6,32,17,16,48,86,19,11,17,54,20,40,41,27,30,41
2020-03-15,sint-michielsgestel,noord-brabant,6,131760,6.0,131760.0,2020-03-13 00:00:00,5.0,131760.0,5.0,131760.0,17,14,7,3,10,28403,52,38,8,1,2,4,1,5,6,77,4,30,17,16,39,91,15,9,12,48,17,55,34,33,97,91
2020-03-15,someren,noord-brabant,1,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,17,13,7,3,9,18914,51,40,9,0,0,8,4,5,6,76,5,30,17,16,42,89,16,9,12,49,17,52,33,35,30,36
2020-03-15,son en breugel,noord-brabant,2,131760,2.0,131760.0,2020-03-13 00:00:00,2.0,131760.0,1.0,131760.0,17,14,7,3,10,16425,51,39,8,0,15,5,3,5,6,77,5,30,17,14,41,90,15,9,11,48,16,58,33,33,44,75
2020-03-15,steenbergen,noord-brabant,1,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,17,12,8,2,10,23477,46,45,10,0,1,4,5,6,6,73,6,32,16,17,45,88,18,11,17,57,20,43,40,28,58,62
2020-03-15,waterland,noord-holland,2,83056,1.0,83056.0,2020-03-13 00:00:00,1.0,83056.0,1.0,83056.0,17,11,8,2,7,17304,55,36,7,0,2,4,3,4,5,78,5,33,16,14,38,91,13,8,13,49,18,54,31,32,44,59
2020-03-15,tilburg,noord-brabant,68,131760,68.0,131760.0,2020-03-13 00:00:00,67.0,131760.0,50.0,131760.0,17,12,7,3,9,212941,48,47,13,2,3,7,4,6,7,72,9,34,15,18,51,88,18,12,17,50,26,50,39,23,667,1391
2020-03-15,uden,noord-brabant,33,131760,28.0,131760.0,2020-03-13 00:00:00,25.0,131760.0,21.0,131760.0,17,13,7,3,9,41247,52,41,10,1,8,5,5,6,6,74,7,34,16,16,44,89,18,12,14,50,19,53,37,31,145,354
2020-03-15,veldhoven,noord-brabant,1,131760,1.0,131760.0,2020-03-13 00:00:00,1.0,131760.0,1.0,131760.0,17,14,7,3,10,44317,51,43,10,0,7,5,4,5,6,75,6,31,17,15,45,90,16,9,13,49,19,56,35,27,102,158
2020-03-15,vught,noord-brabant,2,131760,2.0,131760.0,2020-03-13 00:00:00,2.0,131760.0,2.0,131760.0,17,14,7,3,10,25973,52,42,11,10,1,9,6,6,7,75,6,32,17,20,44,90,17,11,13,47,21,55,36,28,98,122
2020-03-15,waalre,noord-brabant,1,131760,1.0,131760.0,2020-03-13 00:00:00,1.0,131760.0,1.0,131760.0,17,14,7,3,10,17023,51,41,9,1,4,6,6,5,6,77,5,30,17,14,41,91,15,9,10,44,16,58,33,33,63,101
2020-03-15,waalwijk,noord-brabant,8,131760,8.0,131760.0,2020-03-13 00:00:00,9.0,131760.0,6.0,131760.0,17,12,7,3,9,47021,46,44,11,1,3,4,2,6,7,73,7,33,16,17,47,89,18,12,16,54,21,48,40,27,170,234
2020-03-15,zundert,noord-brabant,3,131760,3.0,131760.0,2020-03-13 00:00:00,3.0,131760.0,2.0,131760.0,17,12,7,3,9,21488,44,47,11,0,1,4,3,7,7,71,6,30,17,17,46,87,18,10,15,52,18,47,38,31,39,57
2020-03-15,landgraaf,limburg,4,61053,4.0,61053.0,2020-03-13 00:00:00,2.0,61053.0,1.0,61053.0,17,15,7,3,9,37465,39,49,13,1,1,9,4,6,8,66,9,43,16,16,46,86,21,15,19,56,24,40,45,21,86,87
2020-03-15,beek,limburg,3,61053,0.0,0.0,0,0.0,0.0,0.0,0.0,17,15,6,3,10,16068,45,45,11,0,8,4,2,6,6,71,7,38,17,15,42,88,17,12,16,53,19,47,40,26,50,80
2020-03-15,gennep,limburg,1,61053,1.0,61053.0,2020-03-13 00:00:00,1.0,61053.0,0.0,0.0,17,15,6,2,9,17085,54,42,10,1,0,5,3,6,6,74,6,35,19,15,40,90,17,11,14,51,18,50,39,33,52,73
2020-03-15,heerlen,limburg,5,61053,4.0,61053.0,2020-03-13 00:00:00,2.0,61053.0,2.0,61053.0,17,15,7,3,9,87406,38,53,16,1,4,8,4,7,9,64,12,44,15,18,50,84,23,17,19,55,27,39,46,21,307,799
2020-03-15,kerkrade,limburg,2,61053,1.0,61053.0,0,0.0,0.0,0.0,0.0,17,15,7,3,9,46023,35,53,15,0,3,7,3,7,9,63,11,45,15,17,51,84,23,17,19,58,26,36,48,21,133,148
2020-03-15,maastricht,limburg,21,61053,16.0,61053.0,2020-03-13 00:00:00,10.0,61053.0,8.0,61053.0,17,15,6,3,10,122533,48,50,14,1,2,6,3,5,7,71,9,36,14,17,47,87,17,12,15,47,26,49,37,23,453,1152
2020-03-15,nederweert,limburg,3,61053,3.0,61053.0,2020-03-13 00:00:00,1.0,61053.0,0.0,0.0,17,14,7,2,10,16793,51,43,9,1,1,2,3,5,5,76,5,32,17,14,40,90,14,9,12,49,17,50,37,32,55,48
2020-03-15,roermond,limburg,2,61053,2.0,61053.0,2020-03-13 00:00:00,1.0,61053.0,1.0,61053.0,17,15,7,3,9,57010,49,51,14,2,0,5,4,6,7,69,8,38,16,16,46,87,18,13,16,52,23,44,45,25,240,782
2020-03-15,simpelveld,limburg,3,61053,2.0,61053.0,2020-03-13 00:00:00,2.0,61053.0,2.0,61053.0,17,15,7,3,9,10741,38,44,11,0,1,6,3,5,6,71,7,37,16,15,43,88,17,11,17,55,19,44,42,25,23,31
2020-03-15,stein,limburg,3,61053,3.0,61053.0,2020-03-13 00:00:00,1.0,61053.0,1.0,61053.0,17,15,6,3,10,25064,45,47,11,0,3,6,3,6,6,69,7,38,17,14,44,87,17,12,17,55,19,46,42,24,53,71
2020-03-15,venlo,limburg,4,61053,3.0,61053.0,2020-03-13 00:00:00,2.0,61053.0,2.0,61053.0,17,15,6,2,9,100371,52,49,13,4,1,6,3,6,7,71,8,38,16,16,45,89,18,12,16,53,22,47,39,27,332,590
2020-03-15,lelystad,flevoland,7,9230,5.0,9230.0,2020-03-13 00:00:00,3.0,9230.0,1.0,9230.0,17,11,8,3,9,76792,46,48,12,2,1,3,4,5,5,70,8,38,13,15,45,88,17,11,17,54,22,43,48,25,244,344
2020-03-15,horst aan de maas,limburg,3,61053,3.0,61053.0,2020-03-13 00:00:00,2.0,61053.0,0.0,0.0,17,15,6,2,9,41675,55,42,9,2,1,4,3,5,5,77,5,31,17,15,37,91,14,8,13,51,17,53,35,37,116,139
2020-03-15,utrechtse heuvelrug,utrecht,2,43217,2.0,43217.0,2020-03-13 00:00:00,2.0,43217.0,2.0,43217.0,17,11,8,3,9,48506,52,42,8,1,1,6,4,5,5,77,5,34,16,18,41,90,15,10,13,47,18,51,43,37,225,203
2020-03-15,koggenland,noord-holland,1,83056,1.0,83056.0,0,0.0,0.0,0.0,0.0,17,12,8,3,8,22471,53,37,7,2,2,6,3,4,4,80,4,30,14,12,33,93,12,7,12,48,18,55,30,33,55,36
2020-03-15,lansingerland,zuid-holland,5,109279,4.0,109279.0,2020-03-13 00:00:00,4.0,109279.0,4.0,109279.0,17,11,8,3,9,59035,53,38,7,1,10,4,1,3,4,81,5,31,14,12,39,92,11,7,13,49,17,57,42,32,149,165
2020-03-15,leudal,limburg,6,61053,6.0,61053.0,2020-03-13 00:00:00,4.0,61053.0,4.0,61053.0,17,15,7,3,9,36140,52,44,10,1,0,3,2,5,5,75,5,33,18,15,39,90,15,9,13,51,17,48,38,33,120,109
2020-03-15,maasgouw,limburg,2,61053,1.0,61053.0,0,0.0,0.0,0.0,0.0,17,15,7,3,9,23757,48,46,11,1,0,4,2,6,6,72,6,36,17,15,41,88,17,11,15,53,18,44,40,29,81,99
2020-03-15,gemert-bakel,noord-brabant,16,131760,13.0,131760.0,2020-03-13 00:00:00,11.0,131760.0,7.0,131760.0,17,13,7,3,9,29647,52,40,9,0,3,6,4,5,6,75,6,32,17,16,43,89,17,10,12,50,18,53,35,34,100,106
2020-03-15,heeze-leende,noord-brabant,1,131760,1.0,131760.0,2020-03-13 00:00:00,1.0,131760.0,1.0,131760.0,17,14,7,3,10,15650,53,42,8,2,1,7,3,6,6,77,5,31,18,14,40,90,15,9,10,48,15,55,34,37,46,98
2020-03-15,laarbeek,noord-brabant,1,131760,1.0,131760.0,2020-03-13 00:00:00,1.0,131760.0,0.0,0.0,17,13,7,3,9,21965,50,39,9,1,2,7,5,5,6,76,5,32,17,15,41,89,16,10,12,50,17,52,35,34,73,77
2020-03-15,roosendaal,noord-brabant,5,131760,2.0,131760.0,2020-03-13 00:00:00,2.0,131760.0,1.0,131760.0,17,12,8,2,10,76960,46,47,12,3,1,13,4,6,7,72,8,33,16,16,48,87,18,12,16,54,21,45,44,24,280,465
2020-03-15,schouwen-duiveland,zeeland,2,9071,2.0,9071.0,2020-03-13 00:00:00,2.0,9071.0,2.0,9071.0,17,11,8,4,6,33735,49,45,10,0,0,5,3,5,5,73,6,34,17,16,44,89,17,11,14,51,18,41,45,34,100,91
2020-03-15,cuijk,noord-brabant,2,131760,2.0,131760.0,2020-03-13 00:00:00,2.0,131760.0,1.0,131760.0,17,13,7,3,9,24608,54,43,10,3,5,6,4,6,6,74,6,35,17,16,43,90,17,11,14,50,19,51,41,30,61,83
2020-03-15,landerd,noord-brabant,5,131760,5.0,131760.0,2020-03-13 00:00:00,4.0,131760.0,2.0,131760.0,17,13,7,3,9,15303,51,38,8,1,4,4,5,6,6,76,5,32,17,17,40,90,16,10,14,51,16,54,34,39,62,49
2020-03-15,de wolden,drenthe,1,6742,1.0,6742.0,0,0.0,0.0,0.0,0.0,17,13,8,2,8,23722,48,39,7,0,0,3,3,5,5,79,4,33,16,16,32,91,15,10,15,52,19,46,37,37,76,61
2020-03-15,sint anthonis,noord-brabant,2,131760,2.0,131760.0,0,0.0,0.0,0.0,0.0,17,13,7,3,9,11594,55,39,8,1,3,3,3,7,6,76,5,33,19,19,40,90,17,10,12,47,14,56,38,40,30,24
2020-03-15,lingewaard,gelderland,3,69886,3.0,69886.0,2020-03-13 00:00:00,2.0,69886.0,2.0,69886.0,17,11,7,2,9,45950,53,39,8,1,1,3,2,5,5,78,5,34,15,14,44,92,14,9,16,54,18,55,36,30,156,180
2020-03-15,cranendonck,noord-brabant,2,131760,2.0,131760.0,2020-03-13 00:00:00,2.0,131760.0,1.0,131760.0,17,14,7,2,10,20660,50,43,9,2,2,5,5,6,6,75,5,31,17,14,42,89,16,9,12,48,16,51,36,32,54,64
2020-03-15,moerdijk,noord-brabant,1,131760,1.0,131760.0,2020-03-13 00:00:00,1.0,131760.0,0.0,0.0,17,11,8,3,9,36762,46,43,10,2,2,9,6,5,6,73,6,32,17,16,44,89,16,11,16,56,20,48,40,29,83,81
2020-03-15,sluis,zeeland,1,9071,0.0,0.0,0,0.0,0.0,0.0,0.0,17,12,8,4,8,23639,43,52,13,0,0,7,5,6,6,68,6,35,17,14,46,88,19,13,17,55,17,38,42,29,85,93
2020-03-15,drimmelen,noord-brabant,5,131760,5.0,131760.0,2020-03-13 00:00:00,5.0,131760.0,3.0,131760.0,17,12,7,3,9,26815,46,42,9,0,0,8,5,5,5,74,5,31,17,15,43,90,16,10,15,52,18,51,36,31,66,75
2020-03-15,bernheze,noord-brabant,16,131760,15.0,131760.0,2020-03-13 00:00:00,13.0,131760.0,4.0,131760.0,17,14,7,3,10,29880,51,38,8,0,3,6,5,6,6,76,5,31,17,18,41,90,16,10,14,49,17,54,35,35,70,85
2020-03-15,alphen-chaam,noord-brabant,1,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,17,12,7,3,9,9924,48,40,8,0,2,5,6,6,5,78,4,30,18,15,40,91,14,8,13,50,15,53,34,34,23,22
2020-03-15,bergeijk,noord-brabant,1,131760,1.0,131760.0,2020-03-13 00:00:00,1.0,131760.0,1.0,131760.0,17,14,7,3,10,18253,50,38,8,0,4,6,3,5,6,77,5,29,17,14,40,91,15,9,13,52,16,56,33,37,47,52
2020-03-15,bladel,noord-brabant,1,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,17,14,7,3,10,19966,50,38,9,0,4,6,3,5,5,77,5,29,17,15,41,91,14,8,13,51,16,55,33,34,63,72
2020-03-15,gulpen-wittem,limburg,1,61053,0.0,0.0,0,0.0,0.0,0.0,0.0,17,15,6,3,10,14508,38,44,10,0,1,8,5,5,6,72,6,37,17,15,41,88,16,11,15,52,18,42,40,29,43,40
2020-03-15,overbetuwe,gelderland,6,69886,4.0,69886.0,0,0.0,0.0,0.0,0.0,17,11,7,2,9,47002,50,40,8,1,2,3,3,5,5,79,5,33,15,14,44,91,14,8,15,52,19,53,40,30,147,159
2020-03-15,hof van twente,overijssel,1,38086,0.0,0.0,0,0.0,0.0,0.0,0.0,17,11,7,2,9,34881,52,36,6,1,0,3,2,6,5,79,5,33,17,14,40,91,16,10,14,53,18,53,34,41,133,152
2020-03-15,neder-betuwe,gelderland,4,69886,3.0,69886.0,2020-03-13 00:00:00,3.0,69886.0,1.0,69886.0,17,13,7,3,9,23049,45,38,7,4,2,2,2,5,5,78,6,32,14,17,46,90,15,10,17,56,20,41,49,32,70,79
2020-03-15,geldrop-mierlo,noord-brabant,2,131760,2.0,131760.0,2020-03-13 00:00:00,2.0,131760.0,1.0,131760.0,17,14,7,3,10,38893,52,44,10,1,1,5,2,5,6,74,7,33,16,14,45,89,17,10,13,50,19,53,36,29,119,297
2020-03-15,dinkelland,overijssel,4,38086,4.0,38086.0,2020-03-13 00:00:00,3.0,38086.0,1.0,38086.0,17,13,7,2,9,26120,56,33,6,0,0,3,1,5,5,82,4,30,16,16,39,92,15,9,12,50,17,56,32,44,79,77
2020-03-15,westland,zuid-holland,1,109279,0.0,0.0,0,0.0,0.0,0.0,0.0,17,11,8,3,9,104960,52,41,8,0,1,2,2,4,4,79,5,33,14,11,42,91,12,8,13,49,19,52,40,31,258,284
2020-03-15,bronckhorst,gelderland,2,69886,2.0,69886.0,2020-03-13 00:00:00,2.0,69886.0,2.0,69886.0,17,11,7,2,9,36510,50,36,7,0,1,3,3,5,5,78,5,34,17,15,42,91,14,9,15,54,16,54,37,38,117,93
2020-03-15,sittard-geleen,limburg,37,61053,35.0,61053.0,2020-03-13 00:00:00,23.0,61053.0,20.0,61053.0,17,15,6,3,10,93555,44,49,13,2,4,6,3,7,7,68,9,40,16,17,47,86,20,15,17,54,22,45,44,23,317,582
2020-03-15,peel en maas,limburg,14,61053,10.0,61053.0,2020-03-13 00:00:00,8.0,61053.0,4.0,61053.0,17,15,6,2,9,43316,54,42,10,0,1,1,2,5,5,76,5,33,17,15,39,90,14,9,13,51,17,52,37,33,138,151
2020-03-15,zwartewaterland,overijssel,2,38086,2.0,38086.0,2020-03-13 00:00:00,2.0,38086.0,0.0,0.0,17,11,7,2,9,22278,50,38,7,0,0,2,1,5,4,80,5,33,16,15,42,91,14,8,15,53,19,46,40,41,60,66
2020-03-15,súdwest-fryslân,friesland,1,7784,1.0,7784.0,2020-03-13 00:00:00,1.0,7784.0,1.0,7784.0,17,12,8,2,8,84048,52,43,8,0,0,2,2,4,4,78,5,34,14,13,38,91,13,9,13,50,21,47,36,38,227,387
2020-03-15,bodegraven-reeuwijk,zuid-holland,1,109279,1.0,109279.0,2020-03-13 00:00:00,1.0,109279.0,1.0,109279.0,17,11,8,2,7,33451,51,40,8,1,12,7,7,5,5,79,5,33,16,14,46,90,14,8,13,49,17,50,42,35,75,80
2020-03-15,eijsden-margraten,limburg,3,61053,1.0,61053.0,0,0.0,0.0,0.0,0.0,17,15,6,3,10,25123,44,42,9,1,6,5,3,4,5,74,5,34,17,14,39,90,13,9,14,51,17,48,35,29,71,65
2020-03-15,stichtse vecht,utrecht,7,43217,6.0,43217.0,2020-03-13 00:00:00,6.0,43217.0,5.0,43217.0,17,11,8,3,9,64061,50,40,8,2,3,4,5,4,5,76,5,33,15,15,42,91,13,9,14,48,20,54,40,30,166,228
2020-03-15,leidschendam-voorburg,zuid-holland,3,109279,3.0,109279.0,2020-03-13 00:00:00,3.0,109279.0,2.0,109279.0,17,11,8,3,9,74223,53,45,12,2,2,3,3,4,6,75,7,38,14,11,44,89,15,10,14,48,19,50,42,25,254,315
2020-03-15,goeree-overflakkee,zuid-holland,2,109279,1.0,109279.0,2020-03-13 00:00:00,1.0,109279.0,0.0,0.0,17,12,8,2,10,48321,46,40,8,0,1,4,1,5,6,75,6,35,17,14,43,89,15,10,16,55,20,38,48,35,142,239
2020-03-15,pijnacker-nootdorp,zuid-holland,7,109279,6.0,109279.0,2020-03-13 00:00:00,6.0,109279.0,5.0,109279.0,17,11,8,3,9,51894,56,41,8,1,2,2,3,3,4,80,5,32,14,12,41,92,11,7,12,48,17,56,43,33,125,133
2020-03-15,nissewaard,zuid-holland,1,109279,1.0,109279.0,2020-03-13 00:00:00,1.0,109279.0,1.0,109279.0,17,11,8,3,9,85293,44,47,11,0,2,5,2,4,6,73,7,37,14,13,45,88,16,11,19,57,24,42,49,23,228,226
2020-03-15,krimpenerwaard,zuid-holland,4,109279,3.0,109279.0,2020-03-13 00:00:00,3.0,109279.0,3.0,109279.0,17,11,8,3,9,54653,48,40,8,1,2,7,3,5,4,79,5,33,16,14,46,89,14,9,15,53,17,47,45,34,127,141
2020-03-15,de fryske marren,friesland,3,7784,2.0,7784.0,2020-03-13 00:00:00,2.0,7784.0,1.0,7784.0,17,12,8,2,8,51265,51,41,7,0,1,2,1,4,4,79,4,33,14,13,36,91,13,9,14,50,20,46,36,37,127,114
2020-03-15,gooise meren,noord-holland,4,83056,4.0,83056.0,2020-03-13 00:00:00,3.0,83056.0,3.0,83056.0,17,11,8,3,9,56696,53,38,8,3,4,8,4,4,5,77,5,33,14,14,39,91,14,9,10,42,17,56,35,31,242,383
2020-03-15,berg en dal,gelderland,6,69886,6.0,69886.0,2020-03-13 00:00:00,5.0,69886.0,3.0,69886.0,17,11,7,2,9,34574,50,42,9,0,1,4,3,6,6,74,6,36,16,18,47,90,16,10,14,51,19,51,37,31,141,141
2020-03-15,meierijstad,noord-brabant,34,131760,30.0,131760.0,2020-03-13 00:00:00,25.0,131760.0,18.0,131760.0,17,13,7,3,9,79599,153,119,28,1,22,15,10,17,18,227,17,94,51,50,128,269,49,30,41,151,56,160,106,101,235,377
2020-03-15,midden-groningen,groningen,1,5846,0.0,0.0,0,0.0,0.0,0.0,0.0,17,13,8,2,8,62108,131,135,25,3,1,25,14,17,18,222,18,119,47,38,106,268,52,34,58,173,71,122,129,87,170,174
2020-03-15,beekdaelen,limburg,12,61053,9.0,61053.0,2020-03-13 00:00:00,8.0,61053.0,8.0,61053.0,17,15,6,3,10,36254,124,135,32,1,72,19,10,18,19,212,21,112,51,45,129,263,54,36,50,167,56,139,122,83,114,117
2020-03-15,altena,noord-brabant,10,131760,9.0,131760.0,2020-03-13 00:00:00,8.0,131760.0,5.0,131760.0,17,12,7,3,9,54083,133,120,24,0,15,16,8,16,15,230,15,90,51,50,130,268,44,28,45,158,55,127,138,112,157,143
2020-03-15,west betuwe,gelderland,3,69886,3.0,69886.0,2020-03-13 00:00:00,3.0,69886.0,2.0,69886.0,17,11,8,3,9,49580,136,119,22,7,5,12,11,15,15,234,16,94,46,46,129,271,43,27,47,159,59,130,132,103,206,141
2020-03-15,vijfheerenlanden,utrecht,2,43217,2.0,43217.0,2020-03-13 00:00:00,2.0,43217.0,1.0,43217.0,17,11,8,3,9,53942,135,126,25,4,7,20,17,14,15,227,19,100,46,49,128,267,45,31,48,156,59,133,147,106,140,162
2020-03-15,hoeksche waard,zuid-holland,2,109279,1.0,109279.0,2020-03-13 00:00:00,1.0,109279.0,1.0,109279.0,17,11,8,3,9,84968,215,195,37,3,7,27,17,21,21,392,24,162,80,73,194,450,66,45,81,274,91,222,225,158,211,234
2020-03-15,westerkwartier,groningen,1,5846,0.0,0.0,0,0.0,0.0,0.0,0.0,17,13,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,102
2020-03-15,molenlanden,zuid-holland,1,109279,0.0,0.0,0,0.0,0.0,0.0,0.0,17,12,7,3,9,43611,89,75,14,2,0,8,5,9,8,160,10,61,34,30,79,180,25,16,30,104,34,87,97,81,77,80
2020-03-16,groningen,groningen,7,5846,6.0,5846.0,2020-03-14 00:00:00,3.0,5846.0,3.0,5846.0,18,13,1,2,8,200952,59,45,10,1,1,5,2,4,5,78,6,32,10,12,40,91,12,8,11,40,30,57,32,29,817,1874
2020-03-16,almere,flevoland,3,9230,2.0,9230.0,2020-03-14 00:00:00,2.0,9230.0,1.0,9230.0,18,13,3,3,10,198145,46,49,13,4,2,3,3,5,5,72,8,35,13,15,45,89,16,10,16,53,21,45,46,21,535,956
2020-03-16,zeewolde,flevoland,2,9230,2.0,9230.0,2020-03-14 00:00:00,2.0,9230.0,1.0,9230.0,18,13,3,3,10,22113,48,42,9,0,1,2,1,4,3,78,6,32,14,12,41,91,11,7,12,47,21,51,42,33,73,72
2020-03-16,harlingen,friesland,1,7784,0.0,0.0,0,0.0,0.0,0.0,0.0,18,11,3,2,8,15813,53,45,9,2,2,3,3,4,4,76,6,37,13,12,40,90,15,10,17,55,23,45,40,30,38,58
2020-03-16,leeuwarden,friesland,2,7784,1.0,7784.0,2020-03-14 00:00:00,1.0,7784.0,1.0,7784.0,18,11,3,2,8,107897,55,46,10,0,3,5,1,4,5,77,7,35,13,13,46,90,14,9,13,48,25,47,41,31,358,770
2020-03-16,opsterland,friesland,2,7784,2.0,7784.0,2020-03-14 00:00:00,2.0,7784.0,2.0,7784.0,18,11,3,2,8,29830,50,41,8,0,0,2,1,4,4,79,4,33,14,13,36,91,12,8,14,51,20,46,40,37,88,101
2020-03-16,smallingerland,friesland,3,7784,3.0,7784.0,2020-03-14 00:00:00,2.0,7784.0,1.0,7784.0,18,11,3,2,8,55439,51,43,9,0,1,2,1,4,4,77,6,36,14,12,40,90,14,9,14,53,22,45,43,32,175,282
2020-03-16,coevorden,drenthe,11,6742,11.0,6742.0,2020-03-14 00:00:00,11.0,6742.0,11.0,6742.0,18,13,1,2,8,35381,46,42,9,0,2,4,2,6,6,76,6,36,14,16,37,88,18,12,17,56,22,40,40,34,97,88
2020-03-16,emmen,drenthe,1,6742,1.0,6742.0,2020-03-14 00:00:00,1.0,6742.0,1.0,6742.0,18,13,5,3,9,107584,43,43,10,1,1,3,3,7,6,74,7,37,14,16,38,88,19,13,18,57,24,38,40,29,289,512
2020-03-16,hoogeveen,drenthe,2,6742,2.0,6742.0,2020-03-14 00:00:00,2.0,6742.0,1.0,6742.0,18,13,1,2,8,55240,47,42,9,1,1,4,3,7,6,75,6,37,14,18,37,89,19,12,16,54,24,43,40,34,184,251
2020-03-16,almelo,overijssel,1,38086,1.0,38086.0,2020-03-14 00:00:00,1.0,38086.0,1.0,38086.0,18,13,6,2,9,72425,51,44,10,1,1,3,2,7,8,72,8,37,15,17,47,89,21,14,17,54,24,47,43,29,288,443
2020-03-16,borne,overijssel,3,38086,3.0,38086.0,2020-03-14 00:00:00,3.0,38086.0,3.0,38086.0,18,13,6,2,9,22343,58,38,7,4,0,5,1,6,6,79,5,33,16,14,43,92,15,10,14,53,18,56,35,36,61,77
2020-03-16,dalfsen,overijssel,1,38086,1.0,38086.0,0,0.0,0.0,0.0,0.0,18,14,2,2,9,27916,53,37,7,0,0,2,2,5,4,80,4,32,16,15,40,92,13,8,12,50,17,51,37,45,61,66
2020-03-16,deventer,overijssel,2,38086,1.0,38086.0,0,0.0,0.0,0.0,0.0,18,14,2,2,9,98869,55,43,11,3,1,4,3,6,6,75,7,38,15,17,48,90,17,11,15,49,23,52,38,31,338,1326
2020-03-16,enschede,overijssel,3,38086,3.0,38086.0,2020-03-14 00:00:00,3.0,38086.0,3.0,38086.0,18,13,6,2,9,158351,54,47,12,1,1,5,2,6,8,73,10,36,14,17,50,88,20,13,16,52,25,50,40,26,532,1164
2020-03-16,haaksbergen,overijssel,1,38086,1.0,38086.0,0,0.0,0.0,0.0,0.0,18,13,6,2,9,24332,54,38,7,1,2,1,2,5,6,78,5,34,17,14,42,91,17,11,15,55,17,57,36,37,74,80
2020-03-16,hellendoorn,overijssel,2,38086,2.0,38086.0,2020-03-14 00:00:00,2.0,38086.0,2.0,38086.0,18,14,2,2,9,35651,52,36,6,1,0,3,1,6,5,79,5,34,16,17,42,91,16,10,14,53,19,53,37,38,117,102
2020-03-16,hengelo,overijssel,3,38086,0.0,0.0,0,0.0,0.0,0.0,0.0,18,13,6,2,9,81075,54,44,10,2,1,4,3,6,7,75,7,35,15,15,46,90,18,12,15,52,22,52,39,30,315,536
2020-03-16,noordoostpolder,flevoland,2,9230,2.0,9230.0,2020-03-14 00:00:00,2.0,9230.0,0.0,0.0,18,11,3,2,8,46439,46,41,9,0,0,2,2,5,5,76,6,34,14,17,42,89,14,9,14,50,20,44,48,39,145,131
2020-03-16,oldenzaal,overijssel,1,38086,1.0,38086.0,2020-03-14 00:00:00,1.0,38086.0,0.0,0.0,18,13,6,2,9,32110,55,40,8,2,0,2,1,6,7,77,6,33,16,15,43,91,17,11,15,52,20,54,34,30,124,131
2020-03-16,ommen,overijssel,1,38086,1.0,38086.0,2020-03-14 00:00:00,1.0,38086.0,0.0,0.0,18,13,1,2,8,17696,52,38,7,1,0,3,2,5,5,79,5,34,16,15,41,91,14,9,13,52,18,50,40,45,55,46
2020-03-16,raalte,overijssel,2,38086,1.0,38086.0,2020-03-14 00:00:00,1.0,38086.0,1.0,38086.0,18,14,2,2,9,36700,56,37,6,2,1,4,3,5,5,78,5,35,16,16,41,91,15,10,13,50,17,54,34,41,133,112
2020-03-16,staphorst,overijssel,1,38086,1.0,38086.0,2020-03-14 00:00:00,1.0,38086.0,0.0,0.0,18,13,1,2,8,16544,49,38,7,1,0,3,3,5,4,82,4,28,16,15,39,90,13,7,13,47,17,45,42,41,27,25
