col_name;Key;Title;Description
"WijkenEnBuurten";"BU17741017";"Diepengoor";
"WijkenEnBuurten";"BU17741020";"'t Pierik";
"WijkenEnBuurten";"BU17741050";"Kloppendijk";
"WijkenEnBuurten";"BU17741051";"Sombeek";
"WijkenEnBuurten";"BU17741099";"Buitengebied Denekamp";
"WijkenEnBuurten";"WK177411  ";"Wijk 11 Lattrop-Breklenkamp";
"WijkenEnBuurten";"BU17741110";"Lattrop kern";
"WijkenEnBuurten";"BU17741198";"Verspreide huizen Breklenkamp";
"WijkenEnBuurten";"BU17741199";"Verspreide huizen Lattrop";
"WijkenEnBuurten";"WK177412  ";"Wijk 12 Tilligte";
"WijkenEnBuurten";"BU17741210";"Tilligte kern";
"WijkenEnBuurten";"BU17741299";"Verspreide huizen Tilligte";
"WijkenEnBuurten";"WK177413  ";"Wijk 13 Agelo";
"WijkenEnBuurten";"BU17741398";"Verspreide huizen Groot Agelo";
"WijkenEnBuurten";"BU17741399";"Verspreide huizen Klein Agelo";
"WijkenEnBuurten";"WK177414  ";"Wijk 14 Noord Deurningen";
"WijkenEnBuurten";"BU17741410";"Noord Deurningen kern";
"WijkenEnBuurten";"BU17741499";"Verspreide huizen Noord Deurningen";
"WijkenEnBuurten";"WK177415  ";"Wijk 15 Ootmarsum";
"WijkenEnBuurten";"BU17741510";"Ootmarsum Kern";
"WijkenEnBuurten";"BU17741511";"Ootmarsum Randkern";
"WijkenEnBuurten";"BU17741512";"Ootmarsum villapark Stobbenkamp";
"WijkenEnBuurten";"BU17741513";"Ootmarsum Cellenkamp Palthenkamp";
"WijkenEnBuurten";"BU17741514";"Moerbekkenkamp";
"WijkenEnBuurten";"BU17741515";"Wildehof";
"WijkenEnBuurten";"BU17741516";"Vinke-Brookhuis";
"WijkenEnBuurten";"BU17741550";"De Mors";
"WijkenEnBuurten";"BU17741598";"Verspreide huizen Ootmarsum-Oost";
"WijkenEnBuurten";"BU17741599";"Buitengebied Ootmarsum-West";
"WijkenEnBuurten";"WK177416  ";"Wijk 16 Weerselo";
"WijkenEnBuurten";"BU17741610";"Weerselo";
"WijkenEnBuurten";"BU17741611";"Eertman";
"WijkenEnBuurten";"BU17741612";"Reestman";
"WijkenEnBuurten";"BU17741613";"'t Stift";
"WijkenEnBuurten";"BU17741614";"'t Spikkert";
"WijkenEnBuurten";"BU17741650";"Echelpoel";
"WijkenEnBuurten";"BU17741699";"Verspreide huizen Weerselo";
"WijkenEnBuurten";"WK177417  ";"Wijk 17 Rossum";
"WijkenEnBuurten";"BU17741710";"Rossum";
"WijkenEnBuurten";"BU17741799";"Verspreide huizen Rossum";
"WijkenEnBuurten";"WK177418  ";"Wijk 18 Saasveld";
"WijkenEnBuurten";"BU17741810";"Saasveld";
"WijkenEnBuurten";"BU17741899";"Verspreide huizen Saasveld";
"WijkenEnBuurten";"WK177419  ";"Wijk 19 Deurningen";
"WijkenEnBuurten";"BU17741910";"Kern Deurningen";
"WijkenEnBuurten";"BU17741999";"Verspreide huizen Deurningen";
"WijkenEnBuurten";"WK177420  ";"Wijk 20 Nutter";
"WijkenEnBuurten";"BU17742099";"Verspreide huizen Nutter";
"WijkenEnBuurten";"WK177421  ";"Wijk 21 Oud Ootmarsum";
"WijkenEnBuurten";"BU17742199";"Verspreide huizen Oud Ootmarsum";
"WijkenEnBuurten";"GM0221    ";"Doesburg";
"WijkenEnBuurten";"WK022101  ";"Wijk 01";
"WijkenEnBuurten";"BU02210100";"De oude Stad binnen de gracht";
"WijkenEnBuurten";"BU02210101";"Noordelijk Molenveld";
"WijkenEnBuurten";"BU02210102";"Zuidelijk Molenveld";
"WijkenEnBuurten";"BU02210103";"De Ooi";
"WijkenEnBuurten";"BU02210104";"Beinum I";
"WijkenEnBuurten";"BU02210105";"Beinum II";
"WijkenEnBuurten";"BU02210106";"Bedrijventerrein Beinum";
"WijkenEnBuurten";"BU02210107";"Bedrijventerrein Verhuellweg";
"WijkenEnBuurten";"BU02210108";"Verspreide huizen Noordoost";
"WijkenEnBuurten";"BU02210109";"Verspreide huizen Fraterswaard-Noordoost";
"WijkenEnBuurten";"BU02210110";"Verspreide huizen IJssel en Oude IJssel";
"WijkenEnBuurten";"GM0222    ";"Doetinchem";
"WijkenEnBuurten";"WK022201  ";"Wijk 01 Doetinchem Centrum";
"WijkenEnBuurten";"BU02220101";"Stadscentrum-Zuid";
"WijkenEnBuurten";"BU02220102";"Torenallee";
"WijkenEnBuurten";"BU02220103";"Het Loo";
"WijkenEnBuurten";"BU02220104";"Stadscentrum-Noord";
"WijkenEnBuurten";"BU02220105";"De Pas-Noord";
"WijkenEnBuurten";"BU02220106";"De Pas-Zuid";
"WijkenEnBuurten";"WK022202  ";"Wijk 02";
"WijkenEnBuurten";"BU02220201";"Muziekbuurt";
"WijkenEnBuurten";"BU02220202";"Schrijvers en dichtersbuurt";
"WijkenEnBuurten";"BU02220203";"Wiltinksbrug";
"WijkenEnBuurten";"BU02220204";"Overstegen-West";
"WijkenEnBuurten";"BU02220205";"Overstegen-Oost";
"WijkenEnBuurten";"BU02220206";"Wonninkhage";
"WijkenEnBuurten";"BU02220207";"Buitengebied de Gaarde";
"WijkenEnBuurten";"BU02220208";"Wassinkbrink-Zuidoost";
"WijkenEnBuurten";"WK022203  ";"Wijk 03";
"WijkenEnBuurten";"BU02220301";"Holterbroek";
"WijkenEnBuurten";"BU02220302";"Schöneveld-Zuid";
"WijkenEnBuurten";"BU02220303";"Schöneveld-Noord";
"WijkenEnBuurten";"WK022204  ";"Wijk 04";
"WijkenEnBuurten";"BU02220401";"Oosseld en Vijverberg-Zuidwest";
"WijkenEnBuurten";"BU02220402";"Buitengebied Polmanlaan";
"WijkenEnBuurten";"BU02220403";"Buitengebied de Wrange";
"WijkenEnBuurten";"BU02220404";"Koekendaal en Vijverberg-Noordoost";
"WijkenEnBuurten";"BU02220405";"Buitengebied Vossenstraat";
"WijkenEnBuurten";"BU02220406";"Buitengebied Nutselaer en Abdij";
"WijkenEnBuurten";"BU02220407";"Buitengebied IJzevoorde";
"WijkenEnBuurten";"BU02220408";"Buitengebied Slangenburg";
"WijkenEnBuurten";"WK022205  ";"Wijk 05";
"WijkenEnBuurten";"BU02220501";"Hamburgerbroek";
"WijkenEnBuurten";"BU02220502";"Verheulsweide-Noord";
"WijkenEnBuurten";"BU02220503";"Verheulsweide-Zuid";
"WijkenEnBuurten";"BU02220504";"Buitengebied Kemnaderallee";
"WijkenEnBuurten";"WK022206  ";"Wijk 06";
"WijkenEnBuurten";"BU02220601";"De Hoop-Noord";
"WijkenEnBuurten";"BU02220602";"De Huet fase 1 + 3";
"WijkenEnBuurten";"BU02220603";"De Huet fase 2";
"WijkenEnBuurten";"BU02220604";"De Huet fase 4";
"WijkenEnBuurten";"BU02220605";"De Huet fase 6 + 7";
"WijkenEnBuurten";"BU02220606";"De Huet fase 5";
"WijkenEnBuurten";"BU02220607";"Sportpark Zuid";
"WijkenEnBuurten";"BU02220608";"Bedrijventerrein De Huet";
"WijkenEnBuurten";"BU02220609";"Buitengebied De Huet";
"WijkenEnBuurten";"WK022207  ";"Wijk 07";
"WijkenEnBuurten";"BU02220701";"Buitengebied Dichteren Noordwest";
"WijkenEnBuurten";"BU02220702";"Romantische buurt Noord";
"WijkenEnBuurten";"BU02220703";"Romantische buurt Zuid";
"WijkenEnBuurten";"BU02220704";"Landelijk Wonen";
"WijkenEnBuurten";"BU02220705";"Kleurrijke buurt";
"WijkenEnBuurten";"BU02220706";"Stadskwartier-Zuid";
"WijkenEnBuurten";"BU02220707";"Stadskwartier-Noord";
"WijkenEnBuurten";"BU02220708";"Buitengebied en Dichterem-Oost";
"WijkenEnBuurten";"BU02220709";"Bedrijventerrein en Wijnbergen";
"WijkenEnBuurten";"BU02220710";"Wijnbergen-het Westem";
"WijkenEnBuurten";"BU02220711";"Wijnbergen-het Midden";
"WijkenEnBuurten";"BU02220712";"Wijnbergen-het Oosten";
"WijkenEnBuurten";"BU02220713";"De Hoop-Zuid";
"WijkenEnBuurten";"WK022208  ";"Wijk 08";
"WijkenEnBuurten";"BU02220801";"IJsseltuin en Heelweg";
"WijkenEnBuurten";"BU02220802";"Bedrijventerrein Keppelseweg";
"WijkenEnBuurten";"BU02220803";"Buitengebied Keppelseweg";
"WijkenEnBuurten";"BU02220804";"Langerak-Zuid";
"WijkenEnBuurten";"WK022209  ";"Wijk 09";
"WijkenEnBuurten";"BU02220901";"Het Loo";
"WijkenEnBuurten";"BU02220902";"De Happert Ziekenhuis";
"WijkenEnBuurten";"BU02220903";"De Kruisberg";
"WijkenEnBuurten";"BU02220904";"De Happert Leerinkstraat";
"WijkenEnBuurten";"BU02220905";"De IJkenberg";
"WijkenEnBuurten";"BU02220906";"De Bezelhorst";
"WijkenEnBuurten";"BU02220907";"Buitengebied De Kruisberg";
"WijkenEnBuurten";"BU02220908";"Buitengebied Groot Hagen";
"WijkenEnBuurten";"BU02220909";"Langerak-Noord";
"WijkenEnBuurten";"BU02220910";"Buitengebied Christoffelstraat";
"WijkenEnBuurten";"BU02220911";"Wassinkbrink-Noordwest";
"WijkenEnBuurten";"WK022211  ";"Wijk 11 Buitengebied Doetinchem";
"WijkenEnBuurten";"BU02221101";"Vulcaansoord en het Richtersbos-Zuid";
"WijkenEnBuurten";"BU02221102";"De Elshof-Zuid";
"WijkenEnBuurten";"BU02221103";"De Pol en Akkermansweide";
"WijkenEnBuurten";"BU02221104";"Het Hartger en de Elshof-Noord";
"WijkenEnBuurten";"BU02221105";"Buitengebied 't Klooster";
"WijkenEnBuurten";"BU02221106";"Buitengebied Pierikstraat";
"WijkenEnBuurten";"BU02221107";"Buitengebied Pinnedijk";
"WijkenEnBuurten";"WK022231  ";"Wijk 31 Wehl";
"WijkenEnBuurten";"BU02223101";"Wehl-Centrum";
"WijkenEnBuurten";"BU02223102";"Wehl-West";
"WijkenEnBuurten";"BU02223103";"Wehl-Zuidwest";
"WijkenEnBuurten";"BU02223104";"Wehl-Zuidoost";
"WijkenEnBuurten";"BU02223105";"Wehl-Oost";
"WijkenEnBuurten";"BU02223106";"Wehl-Noordoost";
"WijkenEnBuurten";"BU02223107";"Wehl-Noord";
"WijkenEnBuurten";"BU02223108";"Nieuw-Wehl-Centrum";
"WijkenEnBuurten";"BU02223109";"Nieuw-Wehl-Noordoost";
"WijkenEnBuurten";"BU02223110";"Nieuw-Wehl-Noord";
"WijkenEnBuurten";"BU02223111";"A18 Bedrijvenpark";
"WijkenEnBuurten";"GM0766    ";"Dongen";
"WijkenEnBuurten";"WK076601  ";"Dongen";
"WijkenEnBuurten";"BU07660101";"West 1";
"WijkenEnBuurten";"BU07660102";"Buitengebied West 1";
"WijkenEnBuurten";"BU07660103";"West 2";
"WijkenEnBuurten";"BU07660104";"Buitengebied West 2";
"WijkenEnBuurten";"BU07660105";"Centrum";
"WijkenEnBuurten";"BU07660106";"Beljaart";
"WijkenEnBuurten";"BU07660107";"Biezen";
"WijkenEnBuurten";"BU07660108";"Hoge Akker";
"WijkenEnBuurten";"BU07660109";"Oud Dongen";
"WijkenEnBuurten";"BU07660110";"Buitengebied Oost";
"WijkenEnBuurten";"BU07660111";"Klein Dongen";
"WijkenEnBuurten";"BU07660112";"Dongen-Vaart";
"WijkenEnBuurten";"BU07660113";"Buitengebied Klein Dongen/Dongen-Vaart";
"WijkenEnBuurten";"BU07660114";"Tichelrijt";
"WijkenEnBuurten";"BU07660115";"Wildert";
"WijkenEnBuurten";"WK076602  ";"'s Gravenmoer";
"WijkenEnBuurten";"BU07660216";"'s Gravenmoer";
"WijkenEnBuurten";"BU07660217";"Buitengebied 's Gravenmoer";
"WijkenEnBuurten";"GM0058    ";"Dongeradeel";
"WijkenEnBuurten";"WK005800  ";"Dokkum";
"WijkenEnBuurten";"BU00580000";"Dokkum binnen de Bolwerken";
"WijkenEnBuurten";"BU00580001";"Dokkum Noord";
"WijkenEnBuurten";"BU00580002";"Dokkum Fonteinslanden";
"WijkenEnBuurten";"BU00580003";"Dokkum Fugellan";
"WijkenEnBuurten";"BU00580004";"Dokkum Betterwird";
"WijkenEnBuurten";"BU00580005";"Dokkum Hoedemakerspolder";
"WijkenEnBuurten";"BU00580006";"Dokkum De Woudhorne";
"WijkenEnBuurten";"BU00580007";"De Trije Terpen";
"WijkenEnBuurten";"BU00580008";"Dokkum Weeshuislanden";
"WijkenEnBuurten";"BU00580009";"Dokkum Jantjeszeepolder";
"WijkenEnBuurten";"BU00580010";"Dokkum Kooilanden";
"WijkenEnBuurten";"BU00580011";"Dokkum Hogedijken";
"WijkenEnBuurten";"WK005801  ";"Metslawier";
"WijkenEnBuurten";"BU00580100";"Metslawier";
"WijkenEnBuurten";"BU00580101";"Jouswier";
"WijkenEnBuurten";"BU00580102";"Niawier";
"WijkenEnBuurten";"BU00580103";"Wetsens";
"WijkenEnBuurten";"BU00580104";"Aalsum";
"WijkenEnBuurten";"BU00580105";"Oostrum";
"WijkenEnBuurten";"BU00580107";"Verspreide huizen Metslawier";
"WijkenEnBuurten";"BU00580108";"Verspreide huizen Niawier";
"WijkenEnBuurten";"BU00580109";"Verspreide huizen Oostrum";
"WijkenEnBuurten";"WK005802  ";"Ee - Zuidoost";
"WijkenEnBuurten";"BU00580200";"Ee";
"WijkenEnBuurten";"BU00580201";"Engwierum";
"WijkenEnBuurten";"BU00580202";"Dokkumer Nieuwe Zijlen";
"WijkenEnBuurten";"BU00580208";"Verspreide huizen Ee";
"WijkenEnBuurten";"BU00580209";"Verspreide huizen Engwierum";
"WijkenEnBuurten";"WK005803  ";"Anjum - Noordoost";
"WijkenEnBuurten";"BU00580300";"Anjum";
"WijkenEnBuurten";"BU00580301";"Lioessens";
"WijkenEnBuurten";"BU00580302";"Morra";
"WijkenEnBuurten";"BU00580303";"Oostmahorn";
"WijkenEnBuurten";"BU00580307";"Verspreide huizen Anjum";
"WijkenEnBuurten";"BU00580308";"Verspreide huizen Lioessens";
"WijkenEnBuurten";"BU00580309";"Verspreide huizen Morra";
"WijkenEnBuurten";"WK005804  ";"Oosternijkerk - Noordwest";
"WijkenEnBuurten";"BU00580400";"Oosternijkerk";
"WijkenEnBuurten";"BU00580401";"Paesens";
"WijkenEnBuurten";"BU00580408";"Verspreide huizen Oosternijkerk";
"WijkenEnBuurten";"BU00580409";"Verspreide huizen Paesens";
"WijkenEnBuurten";"WK005805  ";"Ternaard";
"WijkenEnBuurten";"BU00580500";"Ternaard";
"WijkenEnBuurten";"BU00580501";"Wierum";
"WijkenEnBuurten";"BU00580502";"Nes";
"WijkenEnBuurten";"BU00580503";"Moddergat";
"WijkenEnBuurten";"BU00580506";"Verspreide huizen Ternaard";
"WijkenEnBuurten";"BU00580507";"Verspreide huizen Wierum";
"WijkenEnBuurten";"BU00580508";"Verspreide huizen Nes";
"WijkenEnBuurten";"BU00580509";"Verspreide huizen Moddergat";
"WijkenEnBuurten";"WK005806  ";"Holwerd";
"WijkenEnBuurten";"BU00580600";"Holwerd";
"WijkenEnBuurten";"BU00580601";"Waaxens";
"WijkenEnBuurten";"BU00580602";"Brantgum";
"WijkenEnBuurten";"BU00580603";"Foudgum";
"WijkenEnBuurten";"BU00580604";"Bornwird";
"WijkenEnBuurten";"BU00580605";"Raard";
"WijkenEnBuurten";"BU00580608";"Verspreide huizen Holwerd";
"WijkenEnBuurten";"BU00580609";"Verspreide huizen Brantgum";
"WijkenEnBuurten";"WK005807  ";"Hantum";
"WijkenEnBuurten";"BU00580700";"Hantum";
"WijkenEnBuurten";"BU00580701";"Hantumhuizen";
"WijkenEnBuurten";"BU00580702";"Hantumeruitburen";
"WijkenEnBuurten";"BU00580703";"Hiaure";
"WijkenEnBuurten";"BU00580708";"Verspreide huizen Hantum";
"WijkenEnBuurten";"BU00580709";"Verspreide huizen Hantumhuizen";
"WijkenEnBuurten";"GM0505    ";"Dordrecht";
"WijkenEnBuurten";"WK050501  ";"Wijk 01 Binnenstad";
"WijkenEnBuurten";"BU05050100";"Nieuwe Haven en omgeving";
"WijkenEnBuurten";"BU05050101";"Groenmarkt en omgeving";
"WijkenEnBuurten";"BU05050102";"Grote Markt en omgeving";
"WijkenEnBuurten";"BU05050103";"Wijnstraat en omgeving";
"WijkenEnBuurten";"BU05050104";"Kalkhaven";
"WijkenEnBuurten";"BU05050105";"Achterhakkers en omgeving";
"WijkenEnBuurten";"BU05050106";"Boogjes en omgeving";
"WijkenEnBuurten";"BU05050107";"Lombard en omgeving";
"WijkenEnBuurten";"BU05050108";"Centrum";
"WijkenEnBuurten";"BU05050109";"Augustijnenkamp en omgeving";
"WijkenEnBuurten";"BU05050110";"Geldelozepad en omgeving";
"WijkenEnBuurten";"BU05050111";"Rozenhof en omgeving";
"WijkenEnBuurten";"BU05050112";"Beverwijcksplein en omgeving";
"WijkenEnBuurten";"BU05050113";"Burgemeester de Raadtsingel en omgeving";
"WijkenEnBuurten";"BU05050114";"Kon. Wilhelminastraat en omgeving";
"WijkenEnBuurten";"WK050502  ";"Wijk 02 Noordflank";
"WijkenEnBuurten";"BU05050200";"Bleijenhoek";
"WijkenEnBuurten";"BU05050201";"Stadswerven";
"WijkenEnBuurten";"BU05050202";"Lijnbaan";
"WijkenEnBuurten";"BU05050203";"Matena's Pad en omgeving";
"WijkenEnBuurten";"BU05050204";"Merwestein-Noord";
"WijkenEnBuurten";"BU05050205";"Kasperspad en omgeving";
"WijkenEnBuurten";"BU05050206";"Park Merwestein en omgeving";
"WijkenEnBuurten";"WK050503  ";"Wijk 03 Oud Krispijn";
"WijkenEnBuurten";"BU05050300";"Zuidendijk";
"WijkenEnBuurten";"BU05050301";"Viottakade en omgeving";
"WijkenEnBuurten";"BU05050302";"Erasmuslaan en omgeving";
"WijkenEnBuurten";"BU05050303";"Breitnerstraat en omgeving";
"WijkenEnBuurten";"BU05050304";"Jacob Marisstraat en omgeving";
"WijkenEnBuurten";"BU05050305";"Krispijnse Driehoek";
"WijkenEnBuurten";"BU05050306";"Jacob Catsstraat en omgeving";
"WijkenEnBuurten";"BU05050307";"Rembrandtlaan en omgeving";
"WijkenEnBuurten";"WK050504  ";"Wijk 04 Nieuw-krispijn";
"WijkenEnBuurten";"BU05050400";"Pr. Bernhardstraat en omgeving";
"WijkenEnBuurten";"BU05050401";"Waldeck Pyrmontweg en omgeving";
"WijkenEnBuurten";"BU05050402";"Anna Paulownastraat en omgeving";
"WijkenEnBuurten";"BU05050403";"Emmastraat en omgeving";
"WijkenEnBuurten";"BU05050404";"Bloemenbuurt";
"WijkenEnBuurten";"BU05050405";"Weizigtpark";
"WijkenEnBuurten";"BU05050406";"Nieuweweg en omgeving";
"WijkenEnBuurten";"WK050505  ";"Wijk 05 Het Reeland";
"WijkenEnBuurten";"BU05050500";"Wantijpark en omgeving";
"WijkenEnBuurten";"BU05050501";"Transvaalstraat en omgeving";
"WijkenEnBuurten";"BU05050502";"Indische Buurt-Zuid";
"WijkenEnBuurten";"BU05050503";"Indische Buurt-Noord";
"WijkenEnBuurten";"BU05050504";"Boeroestraat en omgeving";
"WijkenEnBuurten";"BU05050505";"Vogelplein-Aalscholverstraat en omgeving";
"WijkenEnBuurten";"BU05050506";"Hoekenessestraat en omgeving";
"WijkenEnBuurten";"BU05050507";"Standhasenstraat en omgeving";
"WijkenEnBuurten";"BU05050508";"Heysterbachstraat en omgeving";
"WijkenEnBuurten";"BU05050509";"Maria Montessorilaan en omgeving";
"WijkenEnBuurten";"BU05050510";"Sportterrein Krommedijk";
"WijkenEnBuurten";"WK050506  ";"Wijk 06 Staart";
"WijkenEnBuurten";"BU05050600";"Plein 1940-1945 en omgeving";
"WijkenEnBuurten";"BU05050601";"Beekmanstraat en omgeving";
"WijkenEnBuurten";"BU05050602";"Noorderkwartier";
"WijkenEnBuurten";"BU05050603";"Amerstraat en omgeving";
"WijkenEnBuurten";"BU05050604";"Merwedepolder-West";
"WijkenEnBuurten";"BU05050605";"Merwedepolder-Oost";
"WijkenEnBuurten";"BU05050606";"Spaarbekken";
"WijkenEnBuurten";"BU05050607";"1e Merwedehaven en omgeving";
"WijkenEnBuurten";"BU05050608";"2e Merwedehaven en omgeving";
"WijkenEnBuurten";"WK050507  ";"Wijk 07 Wielwijk";
"WijkenEnBuurten";"BU05050700";"Admiraalsplein";
"WijkenEnBuurten";"BU05050701";"Van Kinsbergenstraat en omgeving";
"WijkenEnBuurten";"BU05050702";"Cornelis Evertsenstraat en omgeving";
"WijkenEnBuurten";"BU05050703";"Dorus Rijkersstraat en omgeving";
"WijkenEnBuurten";"BU05050704";"Van Ewijckstraat en omgeving";
"WijkenEnBuurten";"BU05050705";"Zeehavenlaan en omgeving";
"WijkenEnBuurten";"BU05050706";"Laan der Verenigde Naties Noord";
"WijkenEnBuurten";"BU05050707";"Dordtse Hout";
"WijkenEnBuurten";"WK050508  ";"Wijk 08 Crabbehof/Zuidhoven";
"WijkenEnBuurten";"BU05050800";"Crabbehof-Zuid";
"WijkenEnBuurten";"BU05050801";"Crabbehof-Noord";
"WijkenEnBuurten";"BU05050802";"Zuidhoven";
"WijkenEnBuurten";"WK050509  ";"Wijk 09 Sterrenburg";
"WijkenEnBuurten";"BU05050900";"Sterrenburg 1-West";
"WijkenEnBuurten";"BU05050901";"Sterrenburg 1-Oost";
"WijkenEnBuurten";"BU05050902";"Waterman en omgeving";
"WijkenEnBuurten";"BU05050903";"Driehoek en omgeving";
"WijkenEnBuurten";"BU05050904";"Blaauwweg en omgeving";
"WijkenEnBuurten";"BU05050905";"Minnaertweg en omgeving";
"WijkenEnBuurten";"BU05050906";"Mildenburg en omgeving";
"WijkenEnBuurten";"BU05050907";"Zuilenburg en omgeving";
"WijkenEnBuurten";"BU05050908";"Vredenburg en omgeving";
"WijkenEnBuurten";"BU05050909";"Wittenstein en omgeving";
"WijkenEnBuurten";"BU05050910";"Smitsweg";
"WijkenEnBuurten";"WK050510  ";"Wijk 10 Dubbeldam";
"WijkenEnBuurten";"BU05051000";"Vissersdijk-West";
"WijkenEnBuurten";"BU05051001";"Vissersdijk-Beneden";
"WijkenEnBuurten";"BU05051002";"Vissersdijk-Oost";
"WijkenEnBuurten";"BU05051003";"Egstraat en omgeving";
"WijkenEnBuurten";"BU05051004";"Oudendijk en omgeving";
"WijkenEnBuurten";"BU05051005";"Vissersdijk-Noord";
"WijkenEnBuurten";"BU05051006";"Dubbeldam-Noord";
"WijkenEnBuurten";"BU05051007";"Dubbeldam-Zuid";
"WijkenEnBuurten";"BU05051008";"Bastion locatie";
"WijkenEnBuurten";"BU05051009";"Locatie Karel Lotsyweg";
"WijkenEnBuurten";"BU05051010";"Albert Schweitzerplaats";
"WijkenEnBuurten";"BU05051011";"De Hoven";
"WijkenEnBuurten";"BU05051012";"Zuidpolder";
"WijkenEnBuurten";"BU05051013";"Belthure Park";
"WijkenEnBuurten";"WK050511  ";"Wijk 11 Stadspolders";
"WijkenEnBuurten";"BU05051100";"Amazone en omgeving";
"WijkenEnBuurten";"BU05051101";"Palissander en omgeving";
"WijkenEnBuurten";"BU05051102";"Azobe en omgeving";
"WijkenEnBuurten";"BU05051103";"Iroko en omgeving";
"WijkenEnBuurten";"BU05051104";"Bedrijventerrein Groene Zoom";
"WijkenEnBuurten";"BU05051105";"Van Ravesteijn-erf en omgeving";
"WijkenEnBuurten";"BU05051106";"Van den Broek-erf en omgeving";
"WijkenEnBuurten";"BU05051107";"Suze Groeneweg-erf en omgeving";
"WijkenEnBuurten";"BU05051108";"Joke Smit-erf en omgeving";
"WijkenEnBuurten";"BU05051109";"Pearl Buck-erf en omgeving";
"WijkenEnBuurten";"BU05051110";"Aletta Jacobs-erf en omgeving";
"WijkenEnBuurten";"BU05051111";"Johanna Naber-erf en omgeving";
"WijkenEnBuurten";"BU05051112";"Bildersteeg en omgeving";
"WijkenEnBuurten";"WK050519  ";"Wijk 19 Industriegebied West";
"WijkenEnBuurten";"BU05051900";"Weeskinderendijk en Dokweg";
"WijkenEnBuurten";"BU05051901";"Handelskade en 's-Gravendeelsedijk";
"WijkenEnBuurten";"BU05051902";"Voltastraat en omgeving - De Put";
"WijkenEnBuurten";"BU05051903";"Louterbloemen";
"WijkenEnBuurten";"BU05051904";"Wilhelminahaven";
"WijkenEnBuurten";"BU05051905";"Julianahaven";
"WijkenEnBuurten";"BU05051906";"Krabbegors";
"WijkenEnBuurten";"BU05051907";"Krabbepolder";
"WijkenEnBuurten";"BU05051909";"Wieldrecht";
"WijkenEnBuurten";"BU05051910";"Dordtse Kil I";
"WijkenEnBuurten";"BU05051911";"Amstelwijck-West";
"WijkenEnBuurten";"BU05051912";"Schotman terrein";
"WijkenEnBuurten";"BU05051913";"Locatie Refaja";
"WijkenEnBuurten";"BU05051914";"Amstelwijck";
"WijkenEnBuurten";"BU05051915";"Tweede Tol";
"WijkenEnBuurten";"BU05051916";"Dordtse Kil II";
"WijkenEnBuurten";"BU05051917";"Dordtse Kil III";
"WijkenEnBuurten";"BU05051918";"Oostkil";
"WijkenEnBuurten";"BU05051919";"Dordtse Kil IV";
"WijkenEnBuurten";"WK050598  ";"Wijk 98 Verspreide bebouwing";
"WijkenEnBuurten";"BU05059800";"Merwelanden";
"WijkenEnBuurten";"BU05059801";"3e Merwedehaven";
"WijkenEnBuurten";"BU05059804";"Dordtse Biesbosch";
"WijkenEnBuurten";"BU05059805";"Bovenpolder";
"WijkenEnBuurten";"GM0498    ";"Drechterland";
"WijkenEnBuurten";"WK049800  ";"Wijk 00 Hoogkarspel";
"WijkenEnBuurten";"BU04980000";"Centrum Hoogkarspel";
"WijkenEnBuurten";"BU04980001";"Ten westen van Tolweg";
"WijkenEnBuurten";"BU04980009";"Wijzend";
"WijkenEnBuurten";"WK049801  ";"Wijk 01 Westwoud";
"WijkenEnBuurten";"BU04980100";"Westwoud";
"WijkenEnBuurten";"BU04980101";"Oudijk";
"WijkenEnBuurten";"BU04980109";"Binnenwijzend";
"WijkenEnBuurten";"WK049802  ";"Wijk 02 Oosterblokker";
"WijkenEnBuurten";"BU04980200";"Oosterblokker";
"WijkenEnBuurten";"WK049803  ";"Wijk 03 Venhuizen";
"WijkenEnBuurten";"BU04980300";"Centrum Venhuizen";
"WijkenEnBuurten";"BU04980301";"De Buurt";
"WijkenEnBuurten";"BU04980302";"Hem";
"WijkenEnBuurten";"BU04980306";"De Hout en Blokdijk";
"WijkenEnBuurten";"BU04980307";"Drieban (gedeeltelijk), Hem";
"WijkenEnBuurten";"BU04980308";"Drieban (gedeeltelijk), Venhuizen";
"WijkenEnBuurten";"BU04980309";"Zuiderdijk";
"WijkenEnBuurten";"WK049804  ";"Wijk 04 Wijdenes";
"WijkenEnBuurten";"BU04980400";"Wijdenes";
"WijkenEnBuurten";"BU04980401";"Oosterleek";
"WijkenEnBuurten";"WK049805  ";"Wijk 05 Schellinkhout";
"WijkenEnBuurten";"BU04980500";"Schellinkhout";
"WijkenEnBuurten";"GM1719    ";"Drimmelen";
"WijkenEnBuurten";"WK171900  ";"Wijk 00 Made";
"WijkenEnBuurten";"BU17190000";"Made";
"WijkenEnBuurten";"BU17190008";"Tuinbouwgebied";
"WijkenEnBuurten";"BU17190009";"Verspreide huizen Made";
"WijkenEnBuurten";"WK171901  ";"Wijk 01 Drimmelen";
"WijkenEnBuurten";"BU17190100";"Drimmelen";
"WijkenEnBuurten";"BU17190108";"Verspreide huizen Biesbosch";
"WijkenEnBuurten";"BU17190109";"Verspreide huizen Drimmelen";
"WijkenEnBuurten";"WK171902  ";"Wijk 02 Terheijden";
"WijkenEnBuurten";"BU17190200";"Terheijden";
"WijkenEnBuurten";"BU17190208";"Verspreide huizen Binnenpolder";
"WijkenEnBuurten";"BU17190209";"Verspreide huizen Zonzeelsepolder";
